Company,DateFrom,Dateto,u_GROUP,U_SUBGROUP,ITEMCODE,ITEMNAME,OpeningBalanceQty,OpeningBalanceAmt,PembelianQty,PembelianAmt,PenjualanQty,PenjualanAmt,InventoryTransferQty,InventoryTransferAmt,AdjustmentQty,AdjustmentAmt,SAPOpnameQty,SAPOpnameAmt,EndingBalanceQty,EndingBalanceAmt
mks,20251101,20251129,A-MEAT,,AAU2THR020,Aus Frz B Chuck Tender Ect,65.1,7845740.1348,0,0,-51.25,-6176561.9341,0,0,0,0,0,0,13.85,1669178.2007
mks,20251101,20251129,A-MEAT,01-BEEF,AAU1AMH003,Aus Chl A 2142 Striploin 1 Rib 3.6Kg Up,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU1JBS008,Aus S 2142 Striploin 1 Rib (AMH),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AAC016,Aus Frz A 2160 Tenderloin SS/Off Aged AACO,4.66,1071794.0352,0,0,0,0,0,0,0,0,0,0,4.66,1071794.0352
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2ACC001,Aus Frz Beef Heart ACC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2ACC002,Aus Frz Beef Lips (Acc),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2ACC003,Aus Frz Beef Trimming 50 CL ACC,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2ACC004,Aus Frz Beef Lungs (ACC),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMG001,Aus Frz Beef Liver (Amg),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMG003,Aus Frz Beef Lungs (AMG),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMG004,AUS FRZ Lips AMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMG005,Aus Frz Beef Spare Ribs AMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMG008,AUS FRZ Neck Bones AMG,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMG014,Aus Frz YP Striploin Angus Josdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH001,Aus Frozen Oxtail (Amh),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH002,Aus Frz Brisket Yakiniku,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH003,Aus Frz A 2160 Tenderloin SS/Off Aged,1.87,710600,0,0,0,0,0,0,0,0,0,0,1.87,710600
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH004,Aus Frz Head Meat (Amh),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH005,Aus Frz S 2142 Striploin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH006,Aus Frz  PR 2142 Striploin 1 Rib IW Vac,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH009,Aus Frz Topside Iw Vac (Amh),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH011,Aus Frz A 2050 Outside Flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH012,Aus Frz Beef Liver (Amh),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH013,Aus Frz Beef Knuckle (Amh),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH014,Aus Frz Outside Iw Vac (Amh),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH015,Aus Frz Striploin Amh,106.28,16167986.1069,0,0,-19.33,-2940601.9142,0,0,-47.39,-7209266.6692,0.72,109530.9559,40.28,6127648.4794
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH016,Aus Frz Beef Rump (Amh),892.31,105293115.0869,0,0,-747.37,-88190108.1715,0,0,0,0,-8.01,-945184.8033,136.93,16157822.1121
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH019,Aus Frz Shink Shank (Amh),3.11,285123.6061,0,0,0,0,0,0,0,0,-0.01,-916.7962,3.1,284206.8099
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH021,Aus Frz Beef Heart (Amh),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH022,Aus Frz Brisket Boneless PE (Amh),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH023,Aus Frz Beef Lungs (Amh),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH024,Aus Frozen Tenderloin B (Amh),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH025,Aus Frozen Beef Lips (Amh),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH026,Au Frozen Tongue Roots (Amh),708.49,26509617.5214,0,0,0,0,0,0,0,0,0,0,708.49,26509617.5214
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH027,Aus Frz S PE Brisket D/OFF (Amh),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH028,Aus Frz A 2342 Brisket NE (Amh),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH029,Aus Frz A Striploin AMH,64.48,10311699.236,94.1,15056000,-39.17,-6264466.0967,0,0,-47.43,-7587257.0753,0,0,71.98,11515976.064
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH030,Aus Frz Chuck Crest (Amh),2.94,309314.0684,0,0,0,0,0,0,0,0,0,0,2.94,309314.0684
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH031,Aus Frz Beef Rump MB 3+ Pure Prime,13.9,1420564.1095,0,0,0,0,0,0,0,0,0,0,13.9,1420564.1095
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2AMH032,Aus Frz S Brisket B/Less (Amh),4728.13,416961478.8031,0,0,-429.91,-37912643.9738,0,0,0,0,-1.08,-95242.3891,4297.14,378953592.4402
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BOR001,Aus Frz Striploin Iw S (Borwich),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BOR003,Aus Frz Beef Lips Borwick,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BOR004,Aus Frz Beef Lungs (Borwich),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BOR007,Aus Frz Topside Borthwicks,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BOR007-1,Aus Frz Beef Knuckle (Borthwicks),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BOR008,Aus Frz Beef Rump (Borthwicks),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BOR009,Aus Frz Shink Shank Borthwicks,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BOR013,Aus Frz Beef Heart Borthwick,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BOR015,Aus Frz Beef Liver (Borthwicks),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL001,Aus Frz Beef Heart Borello,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL002,Aus Frz Beef Forequarter 85 CL (Borello),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL003,Aus Frz Beef Lungs (Borello),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL004,Aus Frz Beef Liver (Borello),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL005,Aus Frz Oxtail Whole Borello,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL006,Aus Frz A Knuckle (Borello),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL007,Aus Frz Beef Spare Rib (Borello),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL008,Aus Frz A 2030 Outside (Borello),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL009,Aus Frz Beef Tongue (Borello),0,0,252.68,40428800,0,0,0,0,0,0,0,0,252.68,40428800
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL013,Aus Frz A Striploin (Borello),529.25,78532104.1141,0,0,-125.3,-18592484.923,0,0,0,0,0.03,4451.5128,403.98,59944070.7039
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL016,Aus Frz 2000 Inside (Borello),1357.78,167406169.1669,0,0,-1086.81,-133997185.6357,0,0,-20.92,-2579311.1247,0,0,250.05,30829672.4065
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL018,Aus Frz 2000 Topside (Borello),295.66,36428209.9992,0,0,-288.22,-35511529.0739,0,0,0,0,-1.5,-184814.7027,5.94,731866.2226
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL019,Aus Frz Shin Shank (Borello),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL020,Aus Frz A 2090 Rump (Borello),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL021,Aus Frz Chuck Tender (Borello),99.49,11962136.9945,0,0,-99.56,-11970553.4142,0,0,0,0,3.45,414809.2537,3.38,406392.834
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL022,Aus Frz Beef Blade Borello,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2BRL023,Aus Frz Beef B Ribeye Borello,72.18,9042228.8887,0,0,-9.57,-1198865.7588,0,0,0,0,-0.03,-3758.1999,62.58,7839604.93
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2CAG001,Aus Frz Beef Heart (CAG),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2CAG002,Aus Frz Beef Lips (CAG),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2CAG003,Aus Frz Beef Spare Rib (CAG),1453.35,87201000,0,0,0,0,0,0,0,0,0,0,1453.35,87201000
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2CAS001,Aus Frozen Beef Lips (Cassino),0.01,782.8193,0,0,0,0,0,0,0,0,0,0,0.01,782.8193
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2CAS002,Aus Frozen Neck Bones (Cassino),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2CAS003,Aus Frz Beef Hearts (Cassino),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2CAS004,Aus Frz Beef Leg Bones (Cassino),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2CLS004,Aus Frz Neck Bones (Coles),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2CLS005,Aus Frz Brisket B/Less NE (Coles),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COL006,Aus Frz YP Rib Cap (Coles),1086.64,76064800,0,0,0,0,0,0,0,0,0,0,1086.64,76064800
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COL009,Aus Frz YP Thin Flank Meat (Coles),14678.35,1166426274.3466,0,0,0,0,0,0,-13336.37,-1059784810.446,1.4,111252.0675,1343.38,106752715.9681
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COL010,Aus Frz YP Rib Cap (Coles),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COL011,Aus Frz YP Rib End Meat (Coles),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COL012,Aus Frz Shin Shank (Coles),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COM004,BK Whopper 4 OZ 16.3(KG),179.3,19006286.901,0,0,0,0,0,0,0,0,0,0,179.3,19006286.901
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COM005,Burger King Whopper 4 OZ 16.3(KG),391.2,42326771.7132,391.2,42781591.2147,-391.2,-42391745.9278,0,0,0,0,0,0,391.2,42716617.0001
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COM006,Burger King Patties 1.7 OZ 16.3 (KG),1450.7,156664088.335,1336.6,146073831.7303,-1206.2,-130541208.8198,0,0,0,0,0,0,1581.1,172196711.2455
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COM007,BK Patties 1.7 OZ 16.3 (KG),342.3,36284729.5381,0,0,0,0,0,0,0,0,0,0,342.3,36284729.5381
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COM011,Burger King Whopper Patties 4 Oz,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COM012,"Burger King Patties 1,7 Oz",0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COM013,AUS FRZ Beef Patties 10X50 Gr,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COM015,Burger King Whopper Patties 4.4 OZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COM017,"A&W Aus Frz Ground Beef Patties 45G 301-309Pcs/Ctn (13,7Kg)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COM018,Burger King Patties XT 3.9Oz 165Pcs/Ctn 18.25Kg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COM019,Burger King Patties XT 3.9 OZ 165pcs/18.25 (KG),18.25,2109230.573,91.25,10685435.655,-36.5,-4237756.4808,0,0,0,0,0,0,73,8556909.7472
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2COM020,BK Patties XT 3.9 OZ 165pcs/18.25 (KG),54.75,6290314.2326,0,0,0,0,0,0,0,0,0,0,54.75,6290314.2326
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2CVG001,Aus Frz Ribeye Gf (Cvg),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GBP003,Aus Frz Beef Forequarter 85 CL Gbp,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GBP004,Aus Frz Tenderloin (Gbp),7.61,1598100,0,0,0,0,0,0,0,0,0,0,7.61,1598100
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GBP005,Aus Frz A 2000 Topside (GBP),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GBP006,Aus Frz Topside Yakiniku,155,20169822.7525,0,0,-271,-35225769.801,0,0,188.5,24372621.933,-7,-912512.1484,65.5,8404162.7361
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GBP007,Aus Frozen Beef Lips (GBP),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GBP008,Aus Frz A 2360 Shin Shank,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GBP009,Aus Frz Beef Lungs (GBP),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GBP010,Aus Frz Brisket NE (GBP),529,47732396.917,0,0,-529.4,-47768489.4666,0,0,0.4,36092.5496,0.45,40604.1183,0.45,40604.1183
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GBP011,Aus Frz Beef Marrow Bones (GBP),54.51,885282.1641,0,0,-51.4,-834773.4954,0,0,0,0,-0.25,-4060.1824,2.86,46448.4863
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GBP013,Aus Frz A 2090 Rump GBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GBP021,Aus Frz S Striploin GBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GBP022,Aus Frz Beef Heart (GBP),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GRH001,Aus Frz Back Bone Greenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GRH002,Aus Frz Beef Lips (Greenham),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GRH003,Aus Frz Beef Heart (Greenham),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GRH004,Aus Frz Neck Bone (Greenham),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GRH005,Aus Frz Oxtail Whole (Greenham),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GRH006,Aus Frz Short Rib Bone In (Greenham),3.94,316752.3049,0,0,0,0,0,0,0,0,0,0,3.94,316752.3049
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GRH007,Aus Frz Beef Back Ribs (Greenham),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GRH008,Aus Frz Beef Lungs (Greenham),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GRH009,Aus Frz Beef Liver (Greenham),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GRH010,Aus Frz Brisket NE (Greenham),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GRH011,Aus Frz A Tenderloin Greenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2GRM022,Aus Frz Beef Lips (Greenmountain),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV002,Aus Frz A 1552 Shortloin B/In,13.02,1627500,0,0,0,0,0,0,0,0,0,0,13.02,1627500
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV007,Aus Frz Hock Tendon BP (Harvey),1814.06,147209646.504,1005.38,78419640,-2015.87,-162938228.4317,0,0,0,0,0,0,803.57,62691058.0723
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV008,Aus Frz Brisket Plate BP (Harvey),1882.93,56156753.1017,0,0,-103.02,-3072482.0916,0,0,0,0,-0.32,-9543.7223,1779.59,53074727.2878
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV010,Aus Frz Topside Bp (Harvey),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV015,Aus Frz A Striploin Harvey,0.59,103359.6491,158.61,27771565,-38.47,-6741312.0555,0,0,0,0,0,0,120.73,21133612.5936
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV025,Aus Frz GF PR 2142 Striploin MSA Black Label (Hrv),88.55,25708514.5193,42.23,12246700,-40.59,-11780458.5665,0,0,0,0,0.12,34826.1527,90.31,26209582.1055
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV026,Aus Frz PR GF Ribeye (Harvey),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV026-1,Aus Frz PR GF MSA Ribeye Black Label,42.14,18550183.807,28.94,13312400,-28.28,-12631165.5291,0,0,0,0,0.06,26959.9322,42.86,19258378.2101
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV032,Aus Frz B 2160 Tenderloin SS/Off HRV,21.16,6035529.4048,761.09,217080600,-239.11,-68211712.4455,0,0,0,0,1.54,439330.3847,544.68,155343747.344
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV034,Aus Frz PR GF Shortloin B/In MSA Black Label (Harvey),25.66,8089698.9456,0,0,0,0,0,0,0,0,0,0,25.66,8089698.9456
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV037,Aus Frz Short Ribs B/In Harvey,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV043,Aus Frz Trimming 65 Cl,136,7327404.6666,0,0,0,0,0,0,0,0,0,0,136,7327404.6666
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV044,Aus Frozen Beef Liver Harvey,1743.72,49829265.0885,0,0,-1634.19,-46699290.4336,0,0,-109.53,-3129974.6549,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV045,Aus Frozen Outside Flat (Harvey),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV046,Aus Frz Beef Forequarter 85 CL Hrv,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV047,Aus Frz A 2243 Ribeye Aged,141.67,32602870.0989,0,0,-24.07,-5539289.0751,0,0,-73.19,-16843397.0674,0.17,39122.5236,44.58,10259306.48
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV048,Aus Frozen Ribeye Bull (Hrv),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV049,Aus Frz Beef Heart (Hrv),4246.1,207206262.8645,0,0,-2430.38,-118600588.1022,0,0,-571.59,-27893132.0014,0,0,1244.13,60712542.7609
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV051,Aus Frz Beef Lips (Harvey),5004.8,365719487.1078,15531.2,1136860380,-12613.6,-922549845.6027,0,0,-326.4,-23882706.8964,0,0,7596,556147314.6087
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV052,Aus Frz 6030 Beef Tongue Swiss Cut,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV054,Aus Frz Beef Lungs (Harvey),12252.08,615333383.4112,13922.66,650348977,-16596.23,-813143884.4903,0,0,-1257.35,-62057968.4098,0,0,8321.16,390480507.5111
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV055,Aus Frz Inside Bp Iw Vac (Harvey),378.59,46590446.4059,0,0,-163.94,-20174959.1478,0,0,-214.36,-26379798.9688,-0.29,-35688.2893,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV056,Aus Frz A 2070 Knuckle,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV058,Aus Frz Oxtail Whole ( Harvey ),1330.41,246512276.8478,1508.24,279415290,-1020.375,-189047938.6396,0,0,0,0,1.8,333481.2844,1820.075,337213109.4926
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV059,Aus Frz Brisket Bone In Harvey,12.73,407360,0,0,0,0,0,0,0,0,0,0,12.73,407360
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV060,Aus Frz Neck Meat B/In (Harvey),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV061,Aus Frz Shink Shank (Harvey),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV064,Aus Frz Beef Forequarter 95 CL (Harvey),415.6,28913936.8171,0,0,-1200,-84512704.1278,0,0,801.6,56833627.0411,0,0,17.2,1234859.7304
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV065,Aus Frz Bolar Blade Harvey,188.27,17484398.0255,0,0,-4.47,-415123.276,0,0,0,0,0,0,183.8,17069274.7495
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV068,AUS FRZ Chuck Short Ribs B/In Harvey,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV069,Aus Frz PR GF 2091 Rump Cap (Harvey),2.54,514145.6697,0,0,0,0,0,0,0,0,0,0,2.54,514145.6697
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV070,Aus Frz PR GF Tomahawk MSA Black Label (Hrv),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV071,Aus Frz Beef Feet (Harvey),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV072,Aus Frz Beef Tripe (Harvey),22.49,1977763.0029,0,0,0,0,0,0,0,0,0,0,22.49,1977763.0029
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV073,Aus Frz PR GF Striploin (Harvey),0,0,0,0,0,0,0,0,0,0,0,0,0,0
mks,20251101,20251129,A-MEAT,01-BEEF,AAU2HRV074,Aus Frz S 2142 Striploin (Harvey),4.2,882000,0,0,0,0,0,0,0,0,0,0,4.2,882000
