NO,ITEM CODE,ITEM NAME,UOM,GROUP,GUD1,GUD2,GUD3,GUD4,GUD5,GUD6,GUD7,DRY,BUTCHER,KIMA3,INVENTORY
1,AAU1AAC023,Aus Chl Wag Tenderloin AA5,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
2,AAU1AAC031,Aus Chl Wag Striploin Mb 6,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
3,AAU1AMG001,Aus Chl YP 2091 Rump Cap,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
4,AAU1AMG002,Aus Chl 2142 Striploin 1 Rib,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
5,AAU1AMH003,Aus Chl A 2142 Striploin 1 Rib 3.6Kg Up,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
6,AAU1CVG001,Aus Chilled Ribeye Gf (Cvg),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
7,AAU1DAR002,Aus Chl Wag GF Rib Eye Roll AA3,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
8,AAU1HRV015,Aus Chl A 2140 Striploin,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
9,AAU1HRV021,Aus Chl A 2070 Knuckle,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
10,AAU1HRV022,Aus Chl Bolar Blade IW Vac,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
11,AAU1HRV025,Aus Chl GF PR 2142 Striploin MSA Black Label,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
12,AAU1HRV029,Aus Chl YG Short Ribs B/In,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
13,AAU1JBS001,Aus Chl YP Pinnacle 2142 Striploin,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
14,AAU1JBS005,Aus Chl GF BA Riverina 2142 Striploin,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
15,AAU1JBS008,Aus S 2142 Striploin 1 Rib (AMH),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
16,AAU1JBS009,Aus Chl S 2243 Ribeye,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
17,AAU1JBS011,Aus Chl A 2000 Topside,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
18,AAU1JBS011-1,Aus Chl A 2000 Topside,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
19,AAU1JBS018,Aus Chl Red Gum YP 2160 Tenderloin Hormone Free,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
20,AAU1JBS022,Aus Chl Red Gum YP 2140 Striploin Hormone Free,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
21,AAU1JBS023,Aus Chl Joshdale YP Ribeye,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
22,AAU1JCK021,Aus Chl Wag Karubi Plate Mb 6-7,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
23,AAU1JCK029,Aus Chl GF Angus 2142 Striploin Mb 2+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
24,AAU1JCK038,Aus Chl GF Angus 1601 OP Ribs Mb 2+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
25,AAU1JCK039,Aus Chl Wag Karubi Plate Mb 4-5,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
26,AAU1KIL001,Aus Chl GF Mul PRS 2142 Striploin,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
27,AAU1KOB012,Aus Chl Wag OP Rib Mb 4,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
28,AAU1MID005,Aus Chl B Tenderloin 1.8 - 3Kg,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
29,AAU1MID007,Aus Chl YG 2160 Tenderloin SS/Off,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
30,AAU1MID008,Aus Chilled 7 Rib Ribeye 3 Kg Up (Mid),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
31,AAU1MUL013,Aus Chl BA Mul S 2160 Tenderloin SS/Off 2Kg Up,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
32,AAU1MUL015,Aus Chl BA S 2243 Ribeye 3Kg Up,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
33,AAU1MUL016,Aus Chl GF Mul PRS 2160 Tenderloin SS/Off,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
34,AAU1MUL024,Aus Chl GF Mul PRS 2243 Ribeye,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
35,AAU1MUL028,Aus Chl OP Rib,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
36,AAU1MUL032,Aus Chl BA Mul S 2142 Striploin IW Vac,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
37,AAU1NHF010,Aus Chl GF BA PRS 2160 Tenderloin SS/Off Mb 2Up,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
38,AAU1OAK007,Aus Chl GF Angus PRS 2243 Ribeye Mb 4+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
39,AAU1OAK009,Aus Chl GF Angus PR 1601 OP Rib Mb 4+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
40,AAU1OAK010,Aus Chl Wag Tenderloin Mb 6+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
41,AAU1OAK011,Aus Chl Wag PR Tenderloin Mb 8+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
42,AAU1OAK012,Aus Chl Wag Ribeye Mb 8+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
43,AAU1OCO002,Aus Chl B/Less S Short Rib Meat MW Vac,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
44,AAU1SEC007,Aus Chl Wag Brisket NE Mb 9+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
45,AAU1SEC011,Aus Chl Wag Eye Of Round Mb 4-5,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
46,AAU1SEC028,Aus Chl Wag Bolar Blade Mb 9+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
47,AAU1SEC034,Aus Chl Wag Chuck Tender Mb 4-5,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
48,AAU1SEC035,Aus Chl Wag Ribeye Cap Mb 9+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
49,AAU1SEC040,Aus Chl Wag Ribeye Mb 7-8,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
50,AAU1SEC048,Aus Chl Wag Inside Skirt Mb 6-7,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
51,AAU1SEC051,Aus Chl Wag PE Brisket,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
52,AAU1SEC058,Aus Chl Wag Knuckle Mb 9+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
53,AAU1SEC062,Aus Chl Wag Tenderloin Mb 2-3,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
54,AAU1SEC070,Aus Chl Wag Shin Shank Mb 9+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
55,AAU1SEC074,Aus Chl Wag Rump Mb 6-7,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
56,AAU1SEC075,Aus Chl Wag Striploin Mb 12+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
57,AAU1SEC079,Aus Chl Wag Ribeye Mb 2-3,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
58,AAU1SEC082,Aus Chl Wag Topsirloin Butt Mb 7-8,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
59,AAU1SEC090,Aus Chl Wag Rump 7-8,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
60,AAU1SEC093,Aus Chl Wagyu Flank Steak Mb 7-8,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
61,AAU1SEC101,Aus Chl Wag Chuck Roll Mb 8-9,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
62,AAU1SEC106,Aus Chl Wag Brisket Pedo Mb 4-5,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
63,AAU1SEC109,Aus Chl Wag Brisket NE Mb 6-7,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
64,AAU1SEC110,Aus Chl Wag Shin Shank Mb 6-7,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
65,AAU1SEC112,Aus Chl Wag Short Rib Meat 6-7,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
66,AAU1SEC113,Aus Chl Wag Ribeye Cap Mb 6-7,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
67,AAU1SEC115,Aus Chl Wag Outside Flat Mb 4-5,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
68,AAU1SEC125,Aus Chl Wag Brisket PE Mb 8-9,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
69,AAU1SEC127,Aus Chl Wag Bolar Blade Mb 8-9,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
70,AAU1TAJ014,Aus Chl Wag Striploin Mb 5,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
71,AAU1TEY002,Aus Chl TB A 2142 Striploin 4Kg Up,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
72,AAU1TEY003,Aus Chl TB A 2160 Tenderloin SS/Off,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
73,AAU1TEY004,Aus Chl TB A 2243 Ribeye 3.1Kg Up,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
74,AAU1TEY005,Aus Chl GF TB S Shortloin,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
75,AAU1TEY006,Aus Chilled Tenderloin Tb (Teys),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
76,AAU1WIN001,Aus Chl GF BA PRS 2142 Striploin 1 Rib Mb 4+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
77,AAU1WIN002,Aus Chl GF BA PRS 2243 Ribeye Mb 4+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
78,AAU1WIN003,Aus Chl GF BA PRS 2160 Tenderloin SS/Off Mb 4+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
79,AAU1WIN005,Aus Chl Angus Res PR 1552 Shortloin Mb 4+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
80,AAU2AAC001,Aus Frz Grain Fed Short Ribs B/In Aaco,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
81,AAU2AAC011-1,Aus Frz Wag Topside Mb 9,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
82,AAU2AAC011-2,Aus Frz Wag Topside Mb 9,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
83,AAU2AAC016,Aus Frz A 2160 Tenderloin SS/Off Aged AACO,KG,MEAT,0,0,0,4.66,0,0,0,0,0,0,4.66
84,AAU2AAC018,Aus Frz Wag Tenderloin Mb 9,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
85,AAU2AAC019,Aus Frz Wagyu Striploin Mb 8,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
86,AAU2AAC029,Aus Frz Wagyu Ribeye Mb 9,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
87,AAU2AAC030,Aus Frz Wag Tenderloin Mb 6-7,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
88,AAU2AAC034,AUS FRZ Wagyu Rib Blade Meat MB 8-9,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
89,AAU2ACC001,Aus Frz Beef Heart ACC,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
90,AAU2ACC002,Aus Frz Beef Lips (Acc),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
91,AAU2ACC003,Aus Frz Beef Trimming 50 CL ACC,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
92,AAU2ACC004,Aus Frz Beef Lungs (ACC),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
93,AAU2AMG001,Aus Frz Beef Liver (Amg),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
94,AAU2AMG002,Aus Frz Beef Heart (Amg),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
95,AAU2AMG003,Aus Frz Beef Lungs (AMG),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
96,AAU2AMG004,AUS FRZ Lips AMG,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
97,AAU2AMG005,Aus Frz Beef Spare Ribs AMG,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
98,AAU2AMG006,Aus Frz Veal Trunk Meat 90Cl B/Less,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
99,AAU2AMG008,AUS FRZ Neck Bones AMG,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
100,AAU2AMG014,Aus Frz YP Striploin Angus Josdale,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
101,AAU2AMH001,Aus Frozen Oxtail (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
102,AAU2AMH002,Aus Frz Brisket Yakiniku,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
103,AAU2AMH003,Aus Frz A 2160 Tenderloin SS/Off Aged,KG,MEAT,0,0,0,1.87,0,0,0,0,0,0,1.87
104,AAU2AMH003-1,Aus Frz A 2160 Tenderloin SS/Off Aged,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
105,AAU2AMH004,Aus Frz Head Meat (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
106,AAU2AMH005,Aus Frz S 2142 Striploin,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
107,AAU2AMH006,Aus Frz PR 2142 Striploin 1 Rib IW Vac,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
108,AAU2AMH007,Aus Frz S Ribeye 5-7 Rib,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
109,AAU2AMH008,Aus Frozen Tenderloin (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
110,AAU2AMH009,Aus Frz Topside Iw Vac (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
111,AAU2AMH011,Aus Frz A 2050 Outside Flat,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
112,AAU2AMH012,Aus Frz Beef Liver (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
113,AAU2AMH013,Aus Frz Beef Knuckle (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
114,AAU2AMH014,Aus Frz Outside Iw Vac (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
115,AAU2AMH015,Aus Frz Striploin Amh,KG,MEAT,0,0,0,45.22,0,0,61.78,0,0,0,107
116,AAU2AMH016,Aus Frz Beef Rump (Amh),KG,MEAT,0,0,0,345.3,0,0,508.85,0,0,0,854.15
117,AAU2AMH017,Aus Frz Beef Bolar Blade (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
118,AAU2AMH018,Aus Frz Striploin Bull (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
119,AAU2AMH019,Aus Frz Shink Shank (Amh),KG,MEAT,0,0,0,0,0,0,0,0,3.1,0,3.1
120,AAU2AMH020,Aus Frz Chuck Tender (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
121,AAU2AMH021,Aus Frz Beef Heart (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
122,AAU2AMH022,Aus Frz Brisket Boneless PE (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
123,AAU2AMH023,Aus Frz Beef Lungs (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
124,AAU2AMH024,Aus Frozen Tenderloin B (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
125,AAU2AMH025,Aus Frozen Beef Lips (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
126,AAU2AMH026,Au Frozen Tongue Roots (Amh),KG,MEAT,0,0,0,159.54,0,0,548.95,0,0,0,708.49
127,AAU2AMH027,Aus Frz S PE Brisket D/OFF (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
128,AAU2AMH028,Aus Frz A 2342 Brisket NE (Amh),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
129,AAU2AMH029,Aus Frz A Striploin AMH,KG,MEAT,0,0,0,49.7,0,0,0,0,0,0,49.7
130,AAU2AMH030,Aus Frz Chuck Crest (Amh),KG,MEAT,0,0,0,2.94,0,0,0,0,0,0,2.94
131,AAU2AMH031,Aus Frz Beef Rump MB 3+ Pure Prime,KG,MEAT,0,0,0,13.9,0,0,0,0,0,0,13.9
132,AAU2AMH032,Aus Frz S Brisket B/Less (Amh),KG,MEAT,0,0,0,0,0,0,4727.05,0,0,0,4727.05
133,AAU2BOR001,Aus Frz Striploin Iw S (Borwich),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
134,AAU2BOR002,Aus Frz Ribeye (Borwich),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
135,AAU2BOR003,Aus Frz Beef Lips Borwick,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
136,AAU2BOR004,Aus Frz Beef Lungs (Borwich),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
137,AAU2BOR005,Aus Frz Wagyu Striploin MB 6 Borthwicks,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
138,AAU2BOR006,Aus Frz Wagyu Ribeye AA6 (Borthwicks),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
139,AAU2BOR007,Aus Frz Topside Borthwicks,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
140,AAU2BOR007-1,Aus Frz Beef Knuckle (Borthwicks),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
141,AAU2BOR008,Aus Frz Beef Rump (Borthwicks),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
142,AAU2BOR009,Aus Frz Shink Shank Borthwicks,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
143,AAU2BOR010,Aus Frz Wagyu Ribeye Mb 2+ Grass-Fed (Borthwicks),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
144,AAU2BOR011,Aus Frz Wagyu Tenderloin SS/Off MB2+ Grass-Fed (Borthwicks),KG,MEAT,0,0,0,17.39,0,0,0,0,0,0,17.39
145,AAU2BOR012,Aus Frz Wagyu Striploin MB2+ Grass - Fed (Borthwicks),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
146,AAU2BOR013,Aus Frz Beef Heart Borthwick,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
147,AAU2BOR014,Aus Frz Neck Bone,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
148,AAU2BOR015,Aus Frz Beef Liver (Borthwicks),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
149,AAU2BOR019,Aus Frz Brisket Bone,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
150,AAU2BRL001,Aus Frz Beef Heart Borello,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
151,AAU2BRL002,Aus Frz Beef Forequarter 85 CL (Borello),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
152,AAU2BRL003,Aus Frz Beef Lungs (Borello),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
153,AAU2BRL004,Aus Frz Beef Liver (Borello),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
154,AAU2BRL005,Aus Frz Oxtail Whole Borello,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
155,AAU2BRL006,Aus Frz A Knuckle (Borello),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
156,AAU2BRL007,Aus Frz Beef Spare Rib (Borello),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
157,AAU2BRL008,Aus Frz A 2030 Outside (Borello),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
158,AAU2BRL013,Aus Frz A Striploin (Borello),KG,MEAT,0,0,0,33.56,0,0,495.72,0,0,0,529.28
159,AAU2BRL014,Aus Frz Mutton Carcase 6 Way Cuts,KG,MEAT,0,0,0,10.3,0,0,0,0,0,0,10.3
160,AAU2BRL015,Aus Frz Ram Carcase 6 Way Cuts,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
161,AAU2BRL016,Aus Frz 2000 Inside (Borello),KG,MEAT,0,0,0,125.72,0,0,1232.06,0,0,0,1357.78
162,AAU2BRL018,Aus Frz 2000 Topside (Borello),KG,MEAT,0,0,0,0,0,0,252.64,0,0,0,252.64
163,AAU2BRL019,Aus Frz Shin Shank (Borello),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
164,AAU2BRL020,Aus Frz A 2090 Rump (Borello),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
165,AAU2BRL021,Aus Frz Chuck Tender (Borello),KG,MEAT,0,0,0,102.94,0,0,0,0,0,0,102.94
166,AAU2BRL022,Aus Frz Beef Blade Borello,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
167,AAU2BRL023,Aus Frz Beef B Ribeye Borello,KG,MEAT,0,0,0,46.85,0,0,25.3,0,0,0,72.15
168,AAU2BTR001,Aus Frz Salt Bush Lamb Hindshank MW Vac,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
169,AAU2CAG001,Aus Frz Beef Heart (CAG),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
170,AAU2CAG002,Aus Frz Beef Lips (CAG),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
171,AAU2CAG003,Aus Frz Beef Spare Rib (CAG),KG,MEAT,0,0,0,336.74,0,0,1116.61,0,0,0,1453.35
172,AAU2CAS001,Aus Frozen Beef Lips (Cassino),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
173,AAU2CAS002,Aus Frozen Neck Bones (Cassino),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
174,AAU2CAS003,Aus Frz Beef Hearts (Cassino),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
175,AAU2CAS004,Aus Frz Beef Leg Bones (Cassino),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
176,AAU2CAS009,Aus Frz Veal Trimming 75Cl,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
177,AAU2CDR001,Aus Frz Veal Lung BP (Cedar Meats),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
178,AAU2CLS001,Aus Frozen Beef Livers ( Coles ),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
179,AAU2CLS002,Aus Frz Beef Heart (Coles Choice),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
180,AAU2CLS003,Aus Frz Beef Lungs Coles,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
181,AAU2CLS004,Aus Frz Neck Bones (Coles),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
182,AAU2CLS005,Aus Frz Brisket B/Less NE (Coles),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
183,AAU2COL006,Aus Frz YP Rib Cap (Coles),KG,MEAT,0,0,0,0,0,0,1086.64,0,0,0,1086.64
184,AAU2COL009,Aus Frz YP Thin Flank Meat (Coles),KG,MEAT,0,8160,0,0,0,0,1341.97,2720,980.97,0,13202.94
185,AAU2COL010,Aus Frz YP Rib Cap (Coles),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
186,AAU2COL011,Aus Frz YP Rib End Meat (Coles),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
187,AAU2COL012,Aus Frz Shin Shank (Coles),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
188,AAU2COM001,Beef Patties 150 Gr,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
189,AAU2COM004,BK Whopper 4 OZ 16.3(KG),KG,MEAT,0,0,0,0,0,0,179.3,0,0,0,179.3
190,AAU2COM005,Burger King Whopper 4 OZ 16.3(KG),KG,MEAT,0,0,0,0,391.2,0,0,0,0,0,391.2
191,AAU2COM006,Burger King Patties 1.7 OZ 16.3 (KG),KG,MEAT,0,0,0,0,1450.7,0,0,0,0,0,1450.7
192,AAU2COM007,BK Patties 1.7 OZ 16.3 (KG),KG,MEAT,0,0,0,0,0,0,342.3,0,0,0,342.3
193,AAU2COM008,Aus Frz CJ Beef Patties 3.5Oz /13.2Kg,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
194,AAU2COM009,Aus Frz CJ Beef Patties 1.78Oz /9.18Kg,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
195,AAU2COM010,Aus Frz CJ Patties 1.78Oz /9.18Kgs AF,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
196,AAU2COM011,Burger King Whopper Patties 4 Oz,CTN,MEAT,0,0,0,0,0,0,0,0,0,0,0
197,AAU2COM011-1,Aus Frz BK-AP Whopper Patties 4Oz 144Pcs/Ctn 16.30Kg Nett,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
198,AAU2COM012,"Burger King Patties 1,7 Oz",CTN,MEAT,0,0,0,0,0,0,0,0,0,0,0
199,AAU2COM012-1,Aus Frz BK-AP Patties 1.7Oz 324Pcs 16.30Kg,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
200,AAU2COM013,AUS FRZ Beef Patties 10X50 Gr,PCK,MEAT,0,0,0,0,0,0,0,0,0,0,0
201,AAU2COM014,Aus Frz CJ Patties 3.5Oz /13.2Kgs AF,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
202,AAU2COM015,Burger King Whopper Patties 4.4 OZ,CTN,MEAT,0,0,0,0,0,0,0,0,0,0,0
203,AAU2COM017,"A&W Aus Frz Ground Beef Patties 45G 301-309Pcs/Ctn (13,7Kg)",KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
204,AAU2COM018,Burger King Patties XT 3.9Oz 165Pcs/Ctn 18.25Kg,CTN,MEAT,0,0,0,0,0,0,0,0,0,0,0
205,AAU2COM019,Burger King Patties XT 3.9 OZ 165pcs/18.25 (KG),KG,MEAT,0,0,0,0,18.25,0,0,0,0,0,18.25
206,AAU2COM020,BK Patties XT 3.9 OZ 165pcs/18.25 (KG),KG,MEAT,0,0,0,0,0,0,54.75,0,0,0,54.75
207,AAU2CVG001,Aus Frz Ribeye Gf (Cvg),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
208,AAU2DAR001,Aus Frz Wagyu Striploin Mb 6 Darling Down,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
209,AAU2DAR002,Aus Frz Wagyu Tenderloin MB 4-5,KG,MEAT,0,0,0,2.24,0,0,41.9,0,0,0,44.14
210,AAU2FUS001,Aus Frz Wagyu Petite Tender MB 6-7,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
211,AAU2FUS002,Aus Frz Wagyu Petite Tender MB 8-9,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
212,AAU2FUS003,Aus Frz Wagyu Petite Tender MB 9+,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
213,AAU2GBP001,Aus Frz Chuck Tender Bp (Gbp),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
214,AAU2GBP002,Aus Frz Beef Knuckle (Gbp),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
215,AAU2GBP003,Aus Frz Beef Forequarter 85 CL Gbp,KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
216,AAU2GBP004,Aus Frz Tenderloin (Gbp),KG,MEAT,0,0,0,7.61,0,0,0,0,0,0,7.61
217,AAU2GBP005,Aus Frz A 2000 Topside (GBP),KG,MEAT,0,0,0,0,0,0,0,0,0,0,0
218,AAU2GBP006,Aus Frz Topside Yakiniku,KG,MEAT,0,0,0,0,0,0,0,0,118,0,118
